1,1,2019-01-11 18:00:00,2019-01-11 18:06:00,192.168.1.129,21,"

2019-01-11 18:00:00 | =====Relay Noise ON=====
2019-01-11 18:02:52 | 2019/01/11 19:02:51 LPS00504055FE81 [NETWROK] wan (929): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:02:52 | 2019/01/11 19:02:51 LPS00504055FE81 [NETWROK] wan (929): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:02:52 | 2019/01/11 19:02:52 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:03:00 | =====Relay Noise OFF=====
2019-01-11 18:03:01 | 2019/01/11 19:03:00 LPS00504055FE81 crond[869]: USER root pid 2824 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:03:01 | 2019/01/11 19:03:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:03:01 | 2019/01/11 19:03:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:03:52 | 2019/01/11 19:03:51 LPS00504055FE81 [NETWROK] wan (929): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:03:52 | 2019/01/11 19:03:51 LPS00504055FE81 [NETWROK] wan (929): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:03:53 | 2019/01/11 19:03:51 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:04:01 | 2019/01/11 19:04:00 LPS00504055FE81 crond[869]: USER root pid 2848 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:04:01 | 2019/01/11 19:04:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:04:02 | 2019/01/11 19:04:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:04:52 | 2019/01/11 19:04:51 LPS00504055FE81 [NETWROK] wan (929): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:04:52 | 2019/01/11 19:04:51 LPS00504055FE81 [NETWROK] wan (929): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:04:52 | 2019/01/11 19:04:52 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:05:01 | 2019/01/11 19:05:00 LPS00504055FE81 crond[869]: USER root pid 2872 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:05:01 | 2019/01/11 19:05:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:05:01 | 2019/01/11 19:05:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:05:51 | 2019/01/11 19:05:51 LPS00504055FE81 [NETWROK] wan (929): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:05:51 | 2019/01/11 19:05:51 LPS00504055FE81 [NETWROK] wan (929): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:05:52 | 2019/01/11 19:05:51 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
",
1,2,2019-01-11 18:06:00,2019-01-11 18:12:00,192.168.1.129,43,"

2019-01-11 18:06:00 | =====Relay Noise ON=====
2019-01-11 18:06:01 | 2019/01/11 19:06:00 LPS00504055FE81 crond[869]: USER root pid 2896 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.217428] Unable to handle kernel NULL pointer dereference at virtual address 00000000 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.225854] pgd = c8144000 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.228596] [00000000] *pgd=00000000 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.232228] Internal error: Oops: 5 [#1] PREEMPT ARM 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.237225] Modules linked in: iptable_mangle iptable_filter ipt_REJECT ip_tables xt_time xt_tcpudp xt_multiport xt_mark xt_mac xt_limit xt_comment xt_TCPMSS xt_LOG x_tables pwm_beeper nf_reject_ipv4 nf_log_ipv4 nf_log_common crc_ccitt evdev input_core ledtrig_gpio cryptodev(O) authenc leds_gpio 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.263836] CPU: 0 PID: 2896 Comm: ash Tainted: G O 4.9.69 #0 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.270753] Hardware name: Generic AM33XX (Flattened Device Tree) 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.276890] task: c80f8e40 task.stack: ce054000 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.281489] PC is at free_pages_and_swap_cache+0x3c/0xa0 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.286864] LR is at lru_add_drain+0x2c/0x64 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.291174] pc : [<c01b7144>] lr : [<c018ed88>] psr: 80010013 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.291174] sp : ce055cc0 ip : ce055ca8 fp : ce055cdc 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.302722] r10: c8133380 r9 : c805f734 r8 : c805f1c0 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.307986] r7 : 00000140 r6 : ccff4000 r5 : 0000003c r4 : 00000000 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.314557] r3 : 0000026c r2 : 00000000 r1 : 00000140 r0 : 00000000 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.321133] Flags: Nzcv IRQs on FIQs on Mode SVC_32 ISA ARM Segment none 
2019-01-11 18:06:01 | 2019/01/11 19:06:01 LPS00504055FE81 kernel: [ 635.328317] Control: 10c5387d Table: 88144019 DAC: 00000051 
2019-01-11 18:09:00 | =====Relay Noise OFF=====
2019-01-11 18:09:36 | 2019/01/11 19:09:36 BLETHNET201 [PROVISION] Configuration downloaded successfully from tftp://192.168.1.55/LPS00504055FE81.cfg. 
2019-01-11 18:09:37 | 2019/01/11 19:09:36 BLETHNET201 [SYSTEM] Import /tmp/configuration/LPS00504055FE81.cfg to running Configuration 
2019-01-11 18:09:38 | 2019/01/11 19:09:37 BLETHNET201 [SYSTEM] del user: guest 
2019-01-11 18:09:38 | 2019/01/11 19:09:38 BLETHNET201 [SYSTEM] del user: user 
2019-01-11 18:09:39 | 2019/01/11 19:09:38 BLETHNET201 [SYSTEM] del user: manager 
2019-01-11 18:09:46 | 2019/01/11 19:09:46 BLETHNET201 [SYSTEM] add user: guest 
2019-01-11 18:09:47 | 2019/01/11 19:09:46 BLETHNET201 [SYSTEM] add user: user 
2019-01-11 18:09:47 | 2019/01/11 19:09:47 BLETHNET201 [SYSTEM] add user: manager 
2019-01-11 18:09:51 | 2019/01/11 19:09:50 BLETHNET201 [SYSTEM] Import /tmp/configuration/LPS00504055FE81.cfg to running Configuration ... Success 
2019-01-11 18:09:51 | 2019/01/11 19:09:50 BLETHNET201 [PROVISION] Configuration applied successfully at 2019/01/11 10:09:50 (55bef7a65ee8ce2e4c1ceec2941627bdc6546953). 
2019-01-11 18:09:51 | 2019/01/11 19:09:50 BLETHNET201 [PROVISION] Ignoring firmware (pn90201_v1.0.0.014.rom: v1.0.0.014) due to same version (v1.0.0.014). 
2019-01-11 18:09:54 | 2019/01/11 19:09:53 LPS00504055FE81 logread[2576]: Logread connected to 192.168.1.55:514 
2019-01-11 18:10:01 | 2019/01/11 19:10:00 LPS00504055FE81 crond[868]: USER root pid 2666 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:10:01 | 2019/01/11 19:10:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:10:01 | 2019/01/11 19:10:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:10:28 | 2019/01/11 19:10:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:10:28 | 2019/01/11 19:10:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:10:29 | 2019/01/11 19:10:28 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:11:01 | 2019/01/11 19:11:00 LPS00504055FE81 crond[868]: USER root pid 2690 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:11:01 | 2019/01/11 19:11:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:11:01 | 2019/01/11 19:11:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:11:13 | 2019/01/11 19:11:12 LPS00504055FE81 kernel: [ 129.969979] random: crng init done 
2019-01-11 18:11:29 | 2019/01/11 19:11:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:11:29 | 2019/01/11 19:11:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:11:29 | 2019/01/11 19:11:29 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
",
1,3,2019-01-11 18:12:00,2019-01-11 18:18:00,192.168.1.129,28,"

2019-01-11 18:12:00 | =====Relay Noise ON=====
2019-01-11 18:12:01 | 2019/01/11 19:12:00 LPS00504055FE81 crond[868]: USER root pid 2714 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:12:01 | 2019/01/11 19:12:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:12:01 | 2019/01/11 19:12:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:15:00 | =====Relay Noise OFF=====
2019-01-11 18:15:34 | 2019/01/11 19:15:33 BLETHNET201 [PROVISION] Configuration downloaded successfully from tftp://192.168.1.55/LPS00504055FE81.cfg. 
2019-01-11 18:15:34 | 2019/01/11 19:15:33 BLETHNET201 [SYSTEM] Import /tmp/configuration/LPS00504055FE81.cfg to running Configuration 
2019-01-11 18:15:35 | 2019/01/11 19:15:34 BLETHNET201 [SYSTEM] del user: guest 
2019-01-11 18:15:36 | 2019/01/11 19:15:35 BLETHNET201 [SYSTEM] del user: user 
2019-01-11 18:15:36 | 2019/01/11 19:15:35 BLETHNET201 [SYSTEM] del user: manager 
2019-01-11 18:15:44 | 2019/01/11 19:15:43 BLETHNET201 [SYSTEM] add user: guest 
2019-01-11 18:15:44 | 2019/01/11 19:15:43 BLETHNET201 [SYSTEM] add user: user 
2019-01-11 18:15:45 | 2019/01/11 19:15:44 BLETHNET201 [SYSTEM] add user: manager 
2019-01-11 18:15:48 | 2019/01/11 19:15:47 BLETHNET201 [SYSTEM] Import /tmp/configuration/LPS00504055FE81.cfg to running Configuration ... Success 
2019-01-11 18:15:48 | 2019/01/11 19:15:47 BLETHNET201 [PROVISION] Configuration applied successfully at 2019/01/11 10:15:47 (55bef7a65ee8ce2e4c1ceec2941627bdc6546953). 
2019-01-11 18:15:48 | 2019/01/11 19:15:47 BLETHNET201 [PROVISION] Ignoring firmware (pn90201_v1.0.0.014.rom: v1.0.0.014) due to same version (v1.0.0.014). 
2019-01-11 18:15:51 | 2019/01/11 19:15:50 LPS00504055FE81 logread[2576]: Logread connected to 192.168.1.55:514 
2019-01-11 18:16:01 | 2019/01/11 19:16:00 LPS00504055FE81 crond[867]: USER root pid 2666 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:16:01 | 2019/01/11 19:16:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:16:01 | 2019/01/11 19:16:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:16:26 | 2019/01/11 19:16:25 LPS00504055FE81 [NETWROK] wan (930): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:16:26 | 2019/01/11 19:16:25 LPS00504055FE81 [NETWROK] wan (930): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:16:26 | 2019/01/11 19:16:25 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:17:01 | 2019/01/11 19:17:00 LPS00504055FE81 crond[867]: USER root pid 2690 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:17:01 | 2019/01/11 19:17:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:17:01 | 2019/01/11 19:17:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:17:07 | 2019/01/11 19:17:06 LPS00504055FE81 kernel: [ 127.131115] random: crng init done 
2019-01-11 18:17:26 | 2019/01/11 19:17:25 LPS00504055FE81 [NETWROK] wan (930): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:17:26 | 2019/01/11 19:17:25 LPS00504055FE81 [NETWROK] wan (930): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:17:27 | 2019/01/11 19:17:26 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
",
1,4,2019-01-11 18:18:00,2019-01-11 18:24:00,192.168.1.129,28,"

2019-01-11 18:21:00 | =====Relay Noise OFF=====
2019-01-11 18:21:36 | 2019/01/11 19:21:36 BLETHNET201 [PROVISION] Configuration downloaded successfully from tftp://192.168.1.55/LPS00504055FE81.cfg. 
2019-01-11 18:21:37 | 2019/01/11 19:21:36 BLETHNET201 [SYSTEM] Import /tmp/configuration/LPS00504055FE81.cfg to running Configuration 
2019-01-11 18:21:38 | 2019/01/11 19:21:37 BLETHNET201 [SYSTEM] del user: guest 
2019-01-11 18:21:39 | 2019/01/11 19:21:38 BLETHNET201 [SYSTEM] del user: user 
2019-01-11 18:21:39 | 2019/01/11 19:21:38 BLETHNET201 [SYSTEM] del user: manager 
2019-01-11 18:21:47 | 2019/01/11 19:21:46 BLETHNET201 [SYSTEM] add user: guest 
2019-01-11 18:21:47 | 2019/01/11 19:21:46 BLETHNET201 [SYSTEM] add user: user 
2019-01-11 18:21:48 | 2019/01/11 19:21:47 BLETHNET201 [SYSTEM] add user: manager 
2019-01-11 18:21:51 | 2019/01/11 19:21:50 BLETHNET201 [SYSTEM] Import /tmp/configuration/LPS00504055FE81.cfg to running Configuration ... Success 
2019-01-11 18:21:51 | 2019/01/11 19:21:50 BLETHNET201 [PROVISION] Configuration applied successfully at 2019/01/11 10:21:50 (55bef7a65ee8ce2e4c1ceec2941627bdc6546953). 
2019-01-11 18:21:51 | 2019/01/11 19:21:50 BLETHNET201 [PROVISION] Ignoring firmware (pn90201_v1.0.0.014.rom: v1.0.0.014) due to same version (v1.0.0.014). 
2019-01-11 18:21:54 | 2019/01/11 19:21:53 LPS00504055FE81 logread[2574]: Logread connected to 192.168.1.55:514 
2019-01-11 18:22:00 | 2019/01/11 19:22:00 LPS00504055FE81 crond[868]: USER root pid 2664 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:22:00 | 2019/01/11 19:22:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:22:00 | 2019/01/11 19:22:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:22:28 | 2019/01/11 19:22:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:22:28 | 2019/01/11 19:22:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:22:29 | 2019/01/11 19:22:28 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:23:00 | 2019/01/11 19:23:00 LPS00504055FE81 crond[868]: USER root pid 2688 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:23:00 | 2019/01/11 19:23:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:23:00 | 2019/01/11 19:23:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:23:13 | 2019/01/11 19:23:13 LPS00504055FE81 kernel: [ 130.588935] random: crng init done 
2019-01-11 18:23:29 | 2019/01/11 19:23:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:23:29 | 2019/01/11 19:23:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:23:29 | 2019/01/11 19:23:29 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:24:00 | 2019/01/11 19:24:00 LPS00504055FE81 crond[868]: USER root pid 2712 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:24:00 | 2019/01/11 19:24:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:24:00 | 2019/01/11 19:24:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
",
1,5,2019-01-11 18:24:00,2019-01-11 18:30:00,192.168.1.129,37,"

2019-01-11 18:24:00 | =====Relay Noise ON=====
2019-01-11 18:24:28 | 2019/01/11 19:24:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:24:28 | 2019/01/11 19:24:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:24:28 | 2019/01/11 19:24:28 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:25:00 | 2019/01/11 19:25:00 LPS00504055FE81 crond[868]: USER root pid 2736 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:25:00 | 2019/01/11 19:25:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:25:00 | 2019/01/11 19:25:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:25:28 | 2019/01/11 19:25:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:25:28 | 2019/01/11 19:25:28 LPS00504055FE81 [NETWROK] wan (928): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:25:29 | 2019/01/11 19:25:28 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:26:00 | 2019/01/11 19:26:00 LPS00504055FE81 crond[868]: USER root pid 2760 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:26:00 | 2019/01/11 19:26:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:26:00 | 2019/01/11 19:26:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:27:00 | =====Relay Noise OFF=====
2019-01-11 18:27:57 | 2019/01/11 19:27:57 BLETHNET201 [PROVISION] Configuration downloaded successfully from tftp://192.168.1.55/LPS00504055FE81.cfg. 
2019-01-11 18:27:57 | 2019/01/11 19:27:57 BLETHNET201 [SYSTEM] Import /tmp/configuration/LPS00504055FE81.cfg to running Configuration 
2019-01-11 18:27:58 | 2019/01/11 19:27:58 BLETHNET201 [SYSTEM] del user: guest 
2019-01-11 18:27:59 | 2019/01/11 19:27:59 BLETHNET201 [SYSTEM] del user: user 
2019-01-11 18:27:59 | 2019/01/11 19:27:59 BLETHNET201 [SYSTEM] del user: manager 
2019-01-11 18:28:07 | 2019/01/11 19:28:07 BLETHNET201 [SYSTEM] add user: guest 
2019-01-11 18:28:07 | 2019/01/11 19:28:07 BLETHNET201 [SYSTEM] add user: user 
2019-01-11 18:28:08 | 2019/01/11 19:28:08 BLETHNET201 [SYSTEM] add user: manager 
2019-01-11 18:28:11 | 2019/01/11 19:28:11 BLETHNET201 [SYSTEM] Import /tmp/configuration/LPS00504055FE81.cfg to running Configuration ... Success 
2019-01-11 18:28:11 | 2019/01/11 19:28:11 BLETHNET201 [PROVISION] Configuration applied successfully at 2019/01/11 10:28:11 (55bef7a65ee8ce2e4c1ceec2941627bdc6546953). 
2019-01-11 18:28:11 | 2019/01/11 19:28:11 BLETHNET201 [PROVISION] Ignoring firmware (pn90201_v1.0.0.014.rom: v1.0.0.014) due to same version (v1.0.0.014). 
2019-01-11 18:28:14 | 2019/01/11 19:28:14 LPS00504055FE81 logread[2575]: Logread connected to 192.168.1.55:514 
2019-01-11 18:28:49 | 2019/01/11 19:28:49 LPS00504055FE81 [NETWROK] wan (931): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:28:49 | 2019/01/11 19:28:49 LPS00504055FE81 [NETWROK] wan (931): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:28:49 | 2019/01/11 19:28:49 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:29:00 | 2019/01/11 19:29:00 LPS00504055FE81 crond[870]: USER root pid 2680 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:29:00 | 2019/01/11 19:29:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:29:00 | 2019/01/11 19:29:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
2019-01-11 18:29:35 | 2019/01/11 19:29:35 LPS00504055FE81 kernel: [ 132.115446] random: crng init done 
2019-01-11 18:29:49 | 2019/01/11 19:29:49 LPS00504055FE81 [NETWROK] wan (931): udhcpc: sending renew to 192.168.1.1 
2019-01-11 18:29:49 | 2019/01/11 19:29:49 LPS00504055FE81 [NETWROK] wan (931): udhcpc: lease of 192.168.1.129 obtained, lease time 120 
2019-01-11 18:29:50 | 2019/01/11 19:29:50 LPS00504055FE81 network: Set SYSLOG server to 192.168.1.55 by DHCP option 7 
2019-01-11 18:30:00 | 2019/01/11 19:30:00 LPS00504055FE81 crond[870]: USER root pid 2704 cmd /usr/sbin/kmsg_monitor.sh 
2019-01-11 18:30:00 | 2019/01/11 19:30:00 LPS00504055FE81 [SYSTEM] Scanning Log ... 
2019-01-11 18:30:00 | 2019/01/11 19:30:00 LPS00504055FE81 [SYSTEM] Scanning Log ... Done (OK) 
",
1,6,2019-01-11 18:30:00,2019-01-11 18:36:00,192.168.1.129,0,"

",
1,7,2019-01-11 18:36:00,2019-01-11 18:42:00,192.168.1.129,0,"

",
1,8,2019-01-11 18:42:00,2019-01-11 18:48:00,192.168.1.129,0,"

",
1,9,2019-01-11 18:48:00,2019-01-11 18:54:00,192.168.1.129,0,"

",
1,10,2019-01-11 18:54:00,2019-01-11 19:00:00,192.168.1.129,0,"

",
